"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71"
1,39280697328656e-18;7,46158607046195e-17;2,68300249678761e-15;6,48596391475542e-14;1,05799438915061e-12;1,1738666387058e-11;9,0070724656732e-11;4,92961143539376e-10;2,0156332127586e-09;6,43446468428561e-09;1,61734146924248e-08;3,09075046038993e-08;4,27663110765086e-08;4,13069863141186e-08;2,76335505333741e-08;1,97987250414162e-08;1,04510755541344e-07;8,9298163494139e-07;5,29098867098206e-06;2,10307728772949e-05;5,60355505625984e-05;0,000100081645835124;0,000119819484097446;9,61573883498868e-05;5,17273321964466e-05;1,86526142586906e-05;4,50859831809905e-06;7,30509028149228e-07;7,93399345358739e-08;5,77617437077027e-09;2,81884347479879e-10;9,2211431503963e-12;2,02566010356022e-13;7,53400963913238e-15;3,80355910840075e-14;2,1224750267114e-13;7,94531115646378e-13;1,99370929085646e-12;3,35347415371154e-12;3,78103167830288e-12;2,85765291637416e-12;1,44832863018485e-12;5,1399100060388e-13;6,71253398205524e-13;9,40099063934323e-12;1,05531915441837e-10;7,95520821047181e-10;4,01983795562152e-09;1,36159457913077e-08;3,09150026999747e-08;4,70514455948056e-08;4,80019478418968e-08;3,2826679694319e-08;1,50479473025522e-08;4,62391426556468e-09;9,5241119492767e-10;1,31498687288886e-10;1,21702794503724e-11;7,55025971463839e-13;3,13982496567562e-14;8,75248133173461e-16;1,63545709474888e-17;2,04846866210993e-19;1,71989407720072e-21;9,67957489857924e-24;3,65168304989424e-26;9,23447210745938e-29;1,56535656616509e-31;1,77867537305328e-34;1,35475983328034e-37;6,91687837370428e-41
4,43067391357721e-17;2,37305585489923e-15;8,52838099229318e-14;2,0591975050917e-12;3,34995376468922e-11;3,69496350726096e-10;2,80009520034409e-09;1,49602926769827e-08;5,8778860752832e-08;1,7821061173357e-07;4,265495798396e-07;7,87435382738796e-07;1,06835525672796e-06;1,02160791313372e-06;6,740064576206e-07;3,59891124448735e-07;8,96945417080828e-07;7,16001252689124e-06;4,23531997644274e-05;0,000168340316951383;0,000448534831645805;0,000801100423348635;0,000959091335795134;0,000769688825926778;0,000414049822585941;0,00014930427100405;3,60889350842726e-05;5,84733680743335e-06;6,35074039654728e-07;4,62352081953586e-08;2,25633453695678e-09;7,38114636356091e-11;1,64201293743446e-12;3,16081349039312e-13;2,43535642174155e-12;1,35990098207829e-11;5,09068182844838e-11;1,27739989886446e-10;2,1486219498608e-10;2,42256451451599e-10;1,83093743319357e-10;9,27726637997048e-11;3,2037698796675e-11;2,0620893540655e-11;2,2674682686631e-10;2,5377699139594e-09;1,91296981060206e-08;9,66640534431215e-08;3,27419294078995e-07;7,43405452780022e-07;1,13143451820857e-06;1,15429101088212e-06;7,89375077020605e-07;3,61854280387471e-07;1,11190126816784e-07;2,29023972881475e-08;3,16211652596043e-09;2,92655710620657e-10;1,8155923461896e-11;7,55025971480509e-13;2,10468761556488e-14;3,93274337027816e-16;4,9259021077185e-18;4,13578690102605e-20;2,3276235207545e-22;8,78111223511927e-25;2,22059074951704e-27;3,76417435677012e-30;4,27713683449554e-33;3,25775758331366e-36;1,66328469602099e-39
9,44822656599281e-16;5,05953224507707e-14;1,81757111810464e-12;4,38450613585093e-11;7,11799299385079e-10;7,81497734283701e-09;5,86410642909558e-08;3,07171744061726e-07;1,16566607111198e-06;3,36503265671456e-06;7,65006862223941e-06;1,35726738655262e-05;1,79789809159406e-05;1,69798958654922e-05;1,11030113029362e-05;5,2511863201647e-06;5,80681345070441e-06;3,86176561226559e-05;0,000227275528162736;0,000903241846771979;0,00240663889338609;0,00429834916604743;0,00514605824379308;0,00412980847586033;0,00222160749791803;0,000801100422799797;0,000193637201132853;3,13742129222855e-05;3,40752530557482e-06;2,48077597450544e-07;1,2106490971064e-08;3,96087209375987e-10;9,69417394146947e-12;1,26811117261451e-11;1,04585915776919e-10;5,84056008491547e-10;2,18636771664792e-09;5,48623150016158e-09;9,22799307632128e-09;1,04045331896171e-08;7,8635811494207e-09;3,98405372462483e-09;1,36155047969513e-09;5,24773058686671e-10;3,68429346458019e-09;4,09093737353948e-08;3,08352232645861e-07;1,55812998288612e-06;5,27767861227123e-06;1,19829682840138e-05;1,82376169095554e-05;1,86060411192805e-05;1,27239534605197e-05;5,83273674253363e-06;1,79227598663916e-06;3,69164222072317e-07;5,09702225590705e-08;4,7173235322166e-09;2,92655710697772e-10;1,21702794528224e-11;3,39255037682568e-13;6,33919727733448e-15;7,94007192658967e-17;6,6664835696151e-19;3,75190122908506e-21;1,41542932066505e-23;3,57937488087227e-26;6,06748053090855e-29;6,89432582330156e-32;5,25118627291285e-35;2,68105208577346e-38
1,35060874504116e-14;7,23154103272657e-13;2,59703096009393e-11;6,2603584307891e-10;1,01470820564436e-08;1,11009436367601e-07;8,26533019871227e-07;4,26080909027759e-06;1,56978651887477e-05;4,33127184701161e-05;9,34347988617972e-05;0,000158559044564841;0,000204081737381941;0,000189778125188124;0,000123043137259028;5,56025766194092e-05;3,18601616812213e-05;0,000141102184137188;0,000817726618696419;0,00324866256238544;0,00865581469374636;0,0154596134320061;0,0185085175115509;0,0148534332233055;0,00799032178163495;0,00288126960481211;0,000696443249942496;0,000112841740554804;1,22556408799731e-05;8,92245743242415e-07;4,35427359899819e-08;1,42595537342215e-09;6,03121125198947e-11;3,61863245573897e-10;3,01091220894621e-09;1,68144997033765e-08;6,29437575258641e-08;1,57944165865823e-07;2,6566645409927e-07;2,99538091103854e-07;2,26386063798128e-07;1,14693510745059e-07;3,90421490078901e-08;1,12087176759696e-08;4,06536208458127e-08;4,42108634551591e-07;3,33172366273994e-06;1,68354491742272e-05;5,70248171360243e-05;0,000129474826067954;0,000197055696219286;0,000201036477951771;0,000137481085924394;6,30221553051469e-05;1,93653682069758e-05;3,98878359491557e-06;5,5072830671821e-07;5,09702227194613e-08;3,16211653356189e-09;1,31498687495725e-10;3,66561773144604e-12;6,84944108544848e-14;8,57917059291496e-16;7,20307074294377e-18;4,05389283409253e-20;1,52935763218793e-22;3,86747979035514e-25;6,55585377675608e-28;7,44925208348076e-31;5,6738557600359e-34;2,89685073608963e-37
1,29421795534381e-13;6,92894116605721e-12;2,48779482101925e-10;5,9938758615541e-09;9,70341979356833e-08;1,05866119642932e-06;7,83496131295776e-06;3,98782234559948e-05;0,000143348526953835;0,000379838950918645;0,000778115413722558;0,00125800750084643;0,00156517474882622;0,00142775999022531;0,000916534319537763;0,000406531008974351;0,000158072133048147;0,000356516800607403;0,00197366297982371;0,00783239957234629;0,0208683132582092;0,0372715779798868;0,0446221794483491;0,0358101377976029;0,0192638644375266;0,00694645204435277;0,00167905482682765;0,000272050119182259;2,95471210065177e-05;2,15111502784219e-06;1,04978128669519e-07;3,46432001366287e-09;6,36456194312838e-10;6,97547397190699e-09;5,81044223813959e-08;3,2448573985423e-07;1,21468685491711e-06;3,04800205182481e-06;5,12682372753963e-06;5,78047761529073e-06;4,36879132249755e-06;2,2133219117116e-06;7,52305970292745e-07;1,88065704681519e-07;3,10756033901576e-07;3,203768218116e-06;2,41310316185325e-05;0,000121935152644996;0,000413016770105788;0,000937753856693581;0,00142722469193717;0,00145605613969607;0,000995740429373499;0,000456453348110436;0,000140258399258325;2,88897362897018e-05;3,98878374479891e-06;3,69164232669519e-07;2,29023977183189e-08;9,52411206304223e-10;2,65491272846932e-11;4,96087415791325e-13;6,213672779261e-15;5,21699901810891e-17;2,93613039172891e-19;1,10767442696292e-21;2,80111621336747e-24;4,74823639672461e-27;5,39530182881641e-30;4,10942790309107e-33;2,0981145395316e-36
8,31359266423411e-13;4,45065737238185e-11;1,59774905197539e-09;3,8480866052741e-08;6,22424373829343e-07;6,7771143784619e-06;4,99281698955543e-05;0,000251620213615883;0,000886626095182238;0,0022684934018483;0,00442435068398133;0,00679639032270142;0,00813042158941681;0,00724270826048769;0,00459167174879212;0,00201508931240538;0,000659186813951192;0,000657185150317293;0,00320052221227507;0,0126587312903208;0,033724807089902;0,0602336455564587;0,072112762043575;0,057871847034952;0,0311318382049001;0,0112259833352031;0,0027134775260679;0,000439653234501419;4,7750346654125e-05;3,47636269499904e-06;1,69665047840827e-07;5,94124808229703e-09;7,38069959957486e-09;9,02209292029346e-08;7,51628069808151e-07;4,19748825144374e-06;1,57129672507959e-05;3,94283977198047e-05;6,63196551481884e-05;7,47752023962998e-05;5,65138838041564e-05;2,86309812151669e-05;9,7262150750706e-06;2,29568710820266e-06;1,71978920985082e-06;1,55764943436049e-05;0,000117160196988267;0,000592001410225139;0,00200520289792197;0,0045527889789955;0,00692914686521446;0,00706911014837546;0,00483428525211735;0,00221606357487075;0,000680948862040604;0,000140258462193314;1,93653748451374e-05;1,79227638863019e-06;1,11190142676785e-07;4,62391468256951e-09;1,28894846161502e-10;2,40848255728842e-12;3,0167107362762e-14;2,53283000152028e-16;1,42547834202624e-18;5,37771042363682e-21;1,35992954895518e-23;2,3052477995971e-26;2,61939522962855e-29;1,995109182883e-32;1,01862553545888e-35
3,5800491600928e-12;1,91657290979831e-10;6,88004275239811e-09;1,65673513810449e-07;2,6784103050132e-06;2,91252211423695e-05;0,00021389258512271;0,00107015745613191;0,00371323718853641;0,00922926264365532;0,0172146026085275;0,0251052914459373;0,028729725833319;0,0248566296451573;0,0155043695878922;0,00673790976697455;0,00206179286743731;0,000981750422520517;0,00350345642812659;0,0137163330497133;0,0365338474374372;0,06525033742069;0,0781188227589525;0,0626918234808379;0,0337247177265902;0,0121609625884172;0,00293947515319589;0,000476270720490925;5,17273870067808e-05;3,76593541495879e-06;1,83917764400583e-07;9,4108429920407e-09;6,30763743598309e-08;7,82304613027739e-07;6,51747033512516e-06;3,63969984476026e-05;0,000136249302054592;0,00034188906428107;0,000575066859250938;0,000648386073314896;0,000490039657522447;0,000248262702443968;8,43195340766316e-05;1,94602163570479e-05;7,42886417340107e-06;5,08975482499604e-05;0,000381384888589469;0,00192687840863178;0,00652628723287314;0,0148173485085247;0,0225508722161713;0,0230060677387113;0,0157328054890358;0,00721196734678118;0,00221607544882165;0,000456455216505507;6,30223240983893e-05;5,83274667734813e-06;3,61854670074117e-07;1,50479575360886e-08;4,19472218446305e-10;7,83810534554642e-12;9,81750705664238e-14;8,24277739627557e-16;4,63904023324543e-18;1,75010829735205e-20;4,4257200043955e-23;7,50214089275858e-26;8,52450085521664e-29;6,49285871960188e-32;3,31504533729445e-35
1,03358880104407e-11;5,53389424093979e-10;1,98679748098242e-08;4,78485370233e-07;7,735622195059e-06;8,40837001169038e-05;0,000616551402809192;0,00307144458819128;0,0105467362213264;0,0256486935895124;0,0460744167196747;0,0639267775517896;0,0696849954419017;0,0581605523906118;0,0354863393932892;0,0152259168857437;0,00453057291057837;0,00131755297337969;0,00262532860074454;0,00996745142012677;0,0265294641828741;0,0473814878487662;0,0567259084290986;0,045523607327986;0,024489171610269;0,0088306722346756;0,00213449906662183;0,000345846355518291;3,75644581235256e-05;2,73632826077804e-06;1,34888033154282e-07;2,43025341468017e-08;3,65991354629595e-07;4,54709111432376e-06;3,7882388570181e-05;0,000211555274841664;0,000791940538224186;0,00198720878196462;0,00334254011699005;0,00376870345832477;0,00284832481165691;0,001443010381921;0,000490063315676291;0,000112140989725654;2,68823896678121e-05;0,000112426532406709;0,00083351765634748;0,00420810060540842;0,0142468905522183;0,0323379335030636;0,0492078403244034;0,0501959464966947;0,0343244985153609;0,0157338121025303;0,00483452154683099;0,000995772275612316;0,000137483882204512;1,27241170873139e-05;7,89381487398563e-07;3,28268480001945e-08;9,15069580412467e-10;1,70986397992256e-11;2,14166436961035e-13;1,7981404287003e-15;1,01199451630083e-17;3,81781853749777e-20;9,65463686182149e-23;1,6366062681627e-25;1,8597602041407e-28;1,416915505034e-31;7,24258564515705e-35
2,00106453584422e-11;1,07173812727779e-09;3,84967003686774e-08;9,27768803281163e-07;1,50130856692896e-05;0,00016336822228982;0,00119906807710986;0,00597235822575565;0,0204322795350596;0,0491015985410012;0,0859204637017798;0,114247491928108;0,118438641454937;0,0945627483170387;0,055891988121978;0,0234950730014213;0,00685605796274195;0,00155960193086656;0,0014006038684322;0,00486273009752431;0,0129139454978168;0,023063073321756;0,0276114649544398;0,0221587207623179;0,0119201697081457;0,00429838146265611;0,0010390389512919;0,000168435225231184;1,8372858654613e-05;1,38769817246596e-06;9,16700635002949e-08;8,57931935019817e-08;1,42678559768596e-06;1,7716486303324e-05;0,000147597120957469;0,00082426024550745;0,00308555342047643;0,00774254954555984;0,0130231824147964;0,0146835971704972;0,0110976240277356;0,00562224595156016;0,00190932666533964;0,000435533250198784;8,12160503890021e-05;0,000172024888296278;0,00123525228171973;0,0062048812243064;0,0209429744832919;0,0474448787103246;0,0721073032254822;0,0734982897256192;0,0502342902535997;0,0230194955031576;0,00707180991147088;0,00145640978347854;0,000201067349463494;1,86078454122903e-05;1,15436168406695e-06;4,80038041061114e-08;1,33812058309183e-09;2,50034208654631e-11;3,13175407014044e-13;2,62942390403991e-15;1,47986823214329e-17;5,58336201139294e-20;1,41242583707262e-22;2,39768337212593e-25;2,74064116435452e-28;2,13855213815772e-31;1,19978588579762e-34
2,59930309710512e-11;1,39332189046655e-09;5,01123796852674e-08;1,21005020968467e-06;1,96373195785673e-05;0,000214576355651759;0,00158394229634568;0,00794634312800669;0,0273891506669554;0,0660824647819822;0,114848768473891;0,148839132797861;0,14752910263189;0,111725923879893;0,0629534566099487;0,0255042031140906;0,00723331014788372;0,00147344461952231;0,000583908942282478;0,00159791847822945;0,00421423909229382;0,00752504298194155;0,00900907082339782;0,00722999131830123;0,00388953650155398;0,00140318159902536;0,000340498357928168;5,70376570322154e-05;7,95417395010483e-06;1,68991879590771e-06;5,59708205894912e-07;3,52172248446891e-07;3,7515058415563e-06;4,62733054515681e-05;0,000385479155566554;0,00215271759214009;0,00805852898742214;0,020221189343458;0,034012599585472;0,038349098947392;0,0289836255287618;0,0146835990978744;0,00498654168349932;0,00113633370138448;0,000191334247721752;0,000204718064616111;0,00133067572906863;0,00646204972258549;0,0213408186440972;0,0476700472032107;0,0717984567838106;0,0727635859790315;0,049550701127471;0,0226537111550685;0,00694924315294992;0,00142984182673536;0,000197283886380681;1,8250951743142e-05;1,13195722261149e-06;4,706524577273e-08;1,31184373419683e-09;2,45115984917199e-11;3,07035631124728e-13;2,57892005184065e-15;1,45399824431205e-17;5,52590444422065e-20;1,43993429139912e-22;2,73917470815677e-25;4,51481829950437e-28;7,85781294065486e-31;1,33459923673297e-33
2,26815467421629e-11;1,218284629288e-09;4,39536282989907e-08;1,06638577158243e-06;1,74302119430334e-05;0,000192493691717535;0,00144290697491504;0,00739371620190775;0,0261812612694809;0,0650668854673657;0,11577571999696;0,150603807163093;0,145362580446398;0,104297830476243;0,0549778475483096;0,0208837041081635;0,00560703948275784;0,00106093196703849;0,000221235545533987;0,000357585048941842;0,000922181956097851;0,00164584535269849;0,00197049498072404;0,00158200590515655;0,00085405034697793;0,000317406188977957;9,65070624181149e-05;4,34342725407999e-05;3,08961971390455e-05;1,87759092902851e-05;7,92227120715511e-06;2,59392738465867e-06;6,94381552547464e-06;8,10573487337052e-05;0,00067485185332496;0,00376870372404993;0,0141078451001244;0,0354006801071046;0,0595449227578938;0,067136712939911;0,0507408362483405;0,0257061754657807;0,00872984257063231;0,00198966071225503;0,000332603422653177;0,000277870211058261;0,00146567108976116;0,00612807518684005;0,018046464617273;0,0370899527093824;0,0527172613616265;0,0513785347023654;0,0340981007850489;0,0153304817521871;0,00465248073593792;0,000950721312170493;0,000130605424631664;1,20491275137424e-05;7,46022771844366e-07;3,09882309721329e-08;8,6358689023823e-10;1,61644788104302e-11;2,04268228062881e-13;1,77955622310594e-15;1,15244359055551e-17;6,70459784051521e-20;4,16156758325543e-22;2,43491641040123e-24;1,08968747998965e-26;3,3918787789794e-29;7,14314128617719e-32
1,33340862516373e-11;7,19623205059608e-10;2,61519600161536e-08;6,41493288754157e-07;1,06583259612923e-05;0,000120551055692146;0,000934585596904298;0,00501022685037403;0,0187648008110101;0,0496142230276286;0,093412071153499;0,125885184550958;0,121565147356858;0,0839475167924873;0,0412940058709436;0,0144008100603572;0,00354159833472186;0,000612515047759497;8,599199919406e-05;5,67786309700123e-05;0,000135448745923801;0,000241401288243634;0,000289921746852741;0,00023912299359158;0,000158747708373807;0,000151399456540894;0,000233939931710626;0,000315163058539333;0,000295342056634061;0,00018633814132836;7,88607828246437e-05;2,27772800960041e-05;1,19007345729882e-05;9,55998992637028e-05;0,000791986842837655;0,00442261712953481;0,0165557096811001;0,0415430829485283;0,0698766141689022;0,0787856624835158;0,059544923244552;0,0301664868873471;0,0102448073297723;0,00233856587963509;0,000426763524299124;0,000556767103472377;0,00260604355521366;0,00894801112173029;0,0213101988229195;0,035487683071518;0,0416194808414874;0,0344797342080516;0,0201340936562262;0,00823259671497777;0,00233632141009573;0,000456092802117466;6,07898012378912e-05;5,50162729723007e-06;3,37210474424598e-07;1,40485460516152e-08;4,07412528305107e-10;8,98590889575532e-12;1,84906426129679e-13;4,07208788945111e-15;8,16062925291816e-17;1,22390333849418e-18;1,26787678633239e-20;8,87021503332157e-23;4,16738340644568e-25;1,31300457722101e-27;2,77330400928822e-30
5,31627920408704e-12;2,90045074828425e-10;1,07134926260375e-08;2,69162776944217e-07;4,62806048070901e-06;5,48771018130225e-05;0,000452503192435138;0,00261467515828862;0,010641437308516;0,0305413489522275;0,0616449293547911;0,0870490493534682;0,0855134674235287;0,0581840780426142;0,0273593358965418;0,00889102213409655;0,0020003964172918;0,000312597383393281;3,51869124419438e-05;7,55031954809407e-06;1,34548141758131e-05;2,43923847562292e-05;3,53997267771462e-05;7,15704507821917e-05;0,000239832110271086;0,000715998227165448;0,0014924917106072;0,00209554492866219;0,0019733656961537;0,00124574327373311;0,000527162416197338;0,000149852883386649;3,4447560037445e-05;7,839886872623e-05;0,000623272079554354;0,00347896949714559;0,0130231830967853;0,0326789464998537;0,0549668915457302;0,0619749971778048;0,0468396963019022;0,0237298233179765;0,00805942097640277;0,00184854460896549;0,000429899109071361;0,00109839812915832;0,00513034728045877;0,0165490535711009;0,0360290097967368;0,0531008068290202;0,0532398163191412;0,0365544350102197;0,0173307773481122;0,00572604348537744;0,00132957095365593;0,000218315893713242;2,55067598484482e-05;2,16835537064157e-06;1,47147844314907e-07;9,91856935536569e-09;7,43264851897893e-10;5,03096369502261e-11;2,52010957271107e-12;8,68210462670435e-14;2,01753782738268e-15;3,14739109219286e-17;3,29244198156099e-19;2,30890152631543e-21;1,08538550878289e-23;3,42016501159281e-26;7,22425152493759e-29
1,45865720040796e-12;8,14818753540125e-11;3,11354319204682e-09;8,19869584665036e-08;1,4997884692307e-06;1,91985474608641e-05;0,000172766847042858;0,00109352115524251;0,0048502533318084;0,0149764995780765;0,0319508507714916;0,0467717204931432;0,0467302306454888;0,0317558847489361;0,0146540979609251;0,00459235930138895;0,000978945854852156;0,000142386362751694;1,42675445606285e-05;1,30943586088535e-06;1,11614173179085e-06;4,59028833006946e-06;3,32914337985967e-05;0,000220153850926155;0,00102073431276522;0,00318936652332022;0,00668416676074959;0,00939081652329175;0,00884392844626735;0,00558302684697485;0,00236253135473727;0,000670310874685423;0,000130592086998311;5,56685448448652e-05;0,000329870886543078;0,00183450440244712;0,00686702856452832;0,0172313611469571;0,0289836256853268;0,032678946674296;0,0246982181279819;0,0125125924510569;0,00425052828164497;0,000988249815499834;0,000369792448667645;0,00159352011718923;0,00751990102313561;0,0240222820633025;0,0514933813628568;0,0740958445878312;0,071630420515738;0,0465825091681901;0,0204209275958832;0,00605777885661931;0,00122803560297925;0,000176866249394026;2,13731469497558e-05;3,17195235095975e-06;5,95563944357802e-07;9,57931623865e-08;1,09035702151657e-08;8,40692795382055e-10;4,35395795909696e-11;1,51216623559028e-12;3,52077584922876e-14;5,49502105171162e-16;5,74890595874178e-18;4,03166154376225e-20;1,89524527779661e-22;5,97212796691435e-25;1,2614645390239e-27
2,83656914538329e-13;1,65978585860821e-11;6,74382497952471e-10;1,91653104357998e-08;3,82741572104038e-07;5,37430940536199e-06;5,28634808815733e-05;0,000361802871671441;0,00170936786951139;0,00553353590391963;0,0121984519584364;0,018228535145243;0,0184068986956711;0,0125357133392126;0,00575224277353032;0,00177819880912163;0,000370542739763299;5,21198797088585e-05;4,96346732449984e-06;3,60077312958613e-07;6,39830366503737e-07;9,16223076702963e-06;9,44774174274689e-05;0,000656936389464057;0,00306406561627943;0,00958052482460946;0,0200801383915702;0,028211538190243;0,0265686256881598;0,0167723389037714;0,00709742001923532;0,00201327162257518;0,000383911218065756;6,27243051199362e-05;0,000120272562567521;0,000648626231640945;0,00242719539316483;0,00609051260720702;0,0102444069052367;0,0115505338485075;0,00872970577844278;0,00442267220449667;0,00150322694464795;0,00036284828823577;0,00027415802291462;0,00158144029523554;0,00750175077615662;0,0239339257070624;0,0511942855805457;0,0734173860890101;0,0706014553648354;0,0455472264739094;0,0197526969220558;0,00582573007202846;0,0012504223600807;0,000261000774210629;7,83230774217191e-05;2,57829487070523e-05;6,44658370014451e-06;1,10421323858666e-06;1,27237734607367e-07;9,83412764770036e-09;5,09560786339532e-10;1,76992478625684e-11;4,12099463532317e-13;6,43182603542668e-15;6,72899321711061e-17;4,71898691806882e-19;2,21834966787973e-21;6,99026453686857e-24;1,47652061097573e-26
4,10568437695757e-14;2,59126144755441e-12;1,14905924127597e-10;3,58265049614437e-09;7,82618618539947e-08;1,18979524912169e-06;1,24886637560921e-05;8,9821996414225e-05;0,000439866988946238;0,00145960583989112;0,00327058119895982;0,00493702565960306;0,00501290029965545;0,00342048471486291;0,00156763395456935;0,000482496799616674;9,97481465069931e-05;1,38577146583067e-05;1,29685188805677e-06;1,33465115812152e-07;1,18711465000917e-06;1,83129100600906e-05;0,000190090303243473;0,00132277594434482;0,00617019970038998;0,0192927823184612;0,040436426954895;0,0568110605643749;0,0535026420282708;0,0337753430010529;0,014292445046091;0,00405412380716905;0,000771110105410293;0,000101550758444109;3,59125051032358e-05;0,000154143953491455;0,000575201098283965;0,00144322119375009;0,00242743998173226;0,00273685138313145;0,0020684251693701;0,00104792045303047;0,000356741460564228;9,50530020912999e-05;0,000161145902794295;0,00105755299692105;0,00502687240697512;0,0160356700864188;0,0342912378992637;0,04916148678125;0,0472780270458604;0,0306019176708713;0,0136090678978103;0,00466455789396219;0,00181167731406217;0,00100158276336048;0,000522948494518363;0,000196996109975307;5,03872637370346e-05;8,66020822718587e-06;9,98348150339184e-07;7,71630740755477e-08;3,99815100491516e-09;1,38870604825226e-10;3,2333541169623e-12;5,04641850219766e-14;5,27956222776373e-16;3,70250803443745e-18;1,74051167822217e-20;5,48454240976619e-23;1,15847382329979e-25
4,66997734202545e-15;3,23354689311149e-13;1,56901337533687e-11;5,30019646771586e-10;1,23658611491372e-08;1,97743207278322e-07;2,15345373262015e-06;1,5892375124442e-05;7,91988639330734e-05;0,000265862892533131;0,000600186785586623;0,000910191515688237;0,000926604487892627;0,000632974140591362;0,000290072604914154;8,91746448921346e-05;1,84027874512439e-05;2,56767750263984e-06;2,62144940589924e-07;9,98880833179566e-08;1,60384297522439e-06;2,47191127918848e-05;0,000256592244654698;0,0017855582332601;0,00832889719055528;0,0260425325071263;0,0545834698605335;0,076686916928173;0,0722210222311134;0,0455919538772319;0,0192927887006506;0,00547248083490885;0,0010405777522108;0,000133178549079621;1,59059787830005e-05;2,58851223921286e-05;9,36351166908778e-05;0,000233329379497137;0,000390552128448151;0,000438779836992095;0,000330763453171965;0,000167270829409714;5,71201917331162e-05;1,92111035366154e-05;6,88195922356508e-05;0,00047481617989135;0,00225870586247344;0,00720603106793312;0,0154165119509638;0,0221476785292677;0,0215210835504592;0,0147160926384698;0,00853845288444166;0,00638928190843067;0,00607512461373655;0,00484787964387486;0,00272230665604256;0,00103609045175798;0,000265220305521728;4,55713823841464e-05;5,2521637736468e-06;4,05886115086891e-07;2,10291435942601e-08;7,30392319413877e-10;1,70055524139678e-11;2,65409508938404e-13;2,77670005834239e-15;1,94726910040661e-17;9,15390393465138e-20;2,88449325142596e-22;6,0927759902553e-25
4,25779000648936e-16;3,19600649316627e-14;1,65750432157941e-12;5,89365918842853e-11;1,42751547015532e-09;2,34354661426637e-08;2,59832608966881e-07;1,94066297203572e-06;9,74776750562895e-06;3,28903771367377e-05;7,44938247870233e-05;0,000113201484332656;0,000115381578407122;7,88748710171108e-05;3,62009605563298e-05;1,1295320402111e-05;2,70746593923314e-06;9,41198921856621e-07;6,56098721821293e-07;4,83274177342195e-07;1,63243706708245e-06;2,2421509146211e-05;0,000232185429635088;0,00161564218258492;0,00753630315957038;0,0235642831830672;0,0493892497534093;0,0693893783950162;0,0653485614758745;0,041253584024648;0,0174570236979998;0,00495179085967546;0,000941591796644519;0,000120511558577757;1,34470846978229e-05;1,42517337502367e-05;3,98292506335609e-05;7,92144474336965e-05;0,000107990205248733;0,000101085885882881;6,50537817934335e-05;2,87886331381294e-05;8,86585728596899e-06;3,72193793367843e-06;2,03962841539576e-05;0,000143016139627105;0,00068095588045648;0,00217768003462471;0,00470017893412183;0,00698981294403073;0,0078056265873775;0,00855262913382928;0,0121265489838345;0,0180249284963449;0,0209965209976258;0,0172312759502521;0,00966600602438147;0,00366762832652279;0,000937024542560278;0,000160835315167291;1,85264611947716e-05;1,43132611903712e-06;7,41472687191786e-08;2,57512862782309e-09;5,99539558134546e-11;9,35697907357434e-13;9,78913091880654e-15;6,86497732346794e-17;3,22714482045557e-19;1,01690670333112e-21;2,14796168177411e-24
3,00697637635936e-17;2,37747007108911e-15;1,28079333392431e-13;4,67760936224624e-12;1,15386449452613e-10;1,91761416801804e-09;2,14333937234659e-08;1,60932363143249e-07;8,111282130773e-07;2,74293419985723e-06;6,22142350385078e-06;9,4647103635994e-06;9,67652318121914e-06;6,79724715345227e-06;4,01398247419119e-06;4,21622483762057e-06;7,50684061797954e-06;1,09398008245255e-05;1,09169162967314e-05;7,35366178063658e-06;4,16367682462517e-06;1,45572461032047e-05;0,000141026149165845;0,000979981902279747;0,00457110502071538;0,0142929506631791;0,0299577125391783;0,0420903844436088;0,0396412746893948;0,0250269321115717;0,010591820244939;0,00300506040531474;0,000572000783645463;7,6879564643429e-05;3,04079677972316e-05;9,84465989807069e-05;0,000266837958980315;0,000486662556414887;0,000595212530907157;0,000488223018915375;0,000268625908105817;9,9169243228437e-05;2,45966235770358e-05;4,47295713930068e-06;4,53061930170351e-06;2,90785471650675e-05;0,00014028002574731;0,000470147128099309;0,00117755528976428;0,00261380319784048;0,00613423248547419;0,0145215710242052;0,0294106993309803;0,0458980640257431;0,052245032793634;0,0419193540116162;0,0231949883432131;0,00873593581912808;0,00222329080531635;0,000380860232948523;4,38266143334487e-05;3,38423993858562e-06;1,75268806476871e-07;6,08626799963632e-09;1,41690566361867e-10;2,21128148749857e-12;2,31336973824112e-14;1,62231895202169e-16;7,6262963123924e-19;2,40311946124128e-21;5,07598451504124e-24
